year,station_no,station_name,josha_num,ward_office,meijo,meiko,kamiida,higashiyama,tsurumai,sakuradori,aonami,tokaido,chuo,kansai,meitetsu,kintetsu,lines
2014,52,東山公園,2818805,0,,,,1,,,,,,,,,1
2015,52,東山公園,2970393,0,,,,1,,,,,,,,,1
1991,53,星ケ丘,8644678,0,,,,1,,,,,,,,,1
1992,53,星ケ丘,8358669,0,,,,1,,,,,,,,,1
1993,53,星ケ丘,9095457,0,,,,1,,,,,,,,,1
1994,53,星ケ丘,8460087,0,,,,1,,,,,,,,,1
1995,53,星ケ丘,8647648,0,,,,1,,,,,,,,,1
1996,53,星ケ丘,8531472,0,,,,1,,,,,,,,,1
1997,53,星ケ丘,8202596,0,,,,1,,,,,,,,,1
1998,53,星ケ丘,7964335,0,,,,1,,,,,,,,,1
1999,53,星ケ丘,7839108,0,,,,1,,,,,,,,,1
2000,53,星ケ丘,7581229,0,,,,1,,,,,,,,,1
2001,53,星ケ丘,7606078,0,,,,1,,,,,,,,,1
2002,53,星ケ丘,8397622,0,,,,1,,,,,,,,,1
2003,53,星ケ丘,8992847,0,,,,1,,,,,,,,,1
2004,53,星ケ丘,8411304,0,,,,1,,,,,,,,,1
2005,53,星ケ丘,8737600,0,,,,1,,,,,,,,,1
2006,53,星ケ丘,8932315,0,,,,1,,,,,,,,,1
2007,53,星ケ丘,9073756,0,,,,1,,,,,,,,,1
2008,53,星ケ丘,9080168,0,,,,1,,,,,,,,,1
2009,53,星ケ丘,8950960,0,,,,1,,,,,,,,,1
2010,53,星ケ丘,9364697,0,,,,1,,,,,,,,,1
2011,53,星ケ丘,8867104,0,,,,1,,,,,,,,,1
2012,53,星ケ丘,9096004,0,,,,1,,,,,,,,,1
2013,53,星ケ丘,9353031,0,,,,1,,,,,,,,,1
2014,53,星ケ丘,9355896,0,,,,1,,,,,,,,,1
2015,53,星ケ丘,9623423,0,,,,1,,,,,,,,,1
1991,54,一社,5827340,0,,,,1,,,,,,,,,1
1992,54,一社,5546586,0,,,,1,,,,,,,,,1
1993,54,一社,5404069,0,,,,1,,,,,,,,,1
1994,54,一社,5443745,0,,,,1,,,,,,,,,1
1995,54,一社,5316369,0,,,,1,,,,,,,,,1
1996,54,一社,5447876,0,,,,1,,,,,,,,,1
1997,54,一社,5067021,0,,,,1,,,,,,,,,1
1998,54,一社,4879855,0,,,,1,,,,,,,,,1
1999,54,一社,4867172,0,,,,1,,,,,,,,,1
2000,54,一社,4864351,0,,,,1,,,,,,,,,1
2001,54,一社,5262222,0,,,,1,,,,,,,,,1
2002,54,一社,5482754,0,,,,1,,,,,,,,,1
2003,54,一社,5516839,0,,,,1,,,,,,,,,1
2004,54,一社,5047082,0,,,,1,,,,,,,,,1
2005,54,一社,5242186,0,,,,1,,,,,,,,,1
2006,54,一社,5202208,0,,,,1,,,,,,,,,1
2007,54,一社,5098064,0,,,,1,,,,,,,,,1
2008,54,一社,5125305,0,,,,1,,,,,,,,,1
2009,54,一社,5028236,0,,,,1,,,,,,,,,1
2010,54,一社,5056352,0,,,,1,,,,,,,,,1
2011,54,一社,4928354,0,,,,1,,,,,,,,,1
2012,54,一社,5031091,0,,,,1,,,,,,,,,1
2013,54,一社,5130112,0,,,,1,,,,,,,,,1
2014,54,一社,5178372,0,,,,1,,,,,,,,,1
2015,54,一社,5301790,0,,,,1,,,,,,,,,1
1991,55,上社,4085589,0,,,,1,,,,,,,,,1
1992,55,上社,3734712,0,,,,1,,,,,,,,,1
1993,55,上社,3816623,0,,,,1,,,,,,,,,1
1994,55,上社,3594040,0,,,,1,,,,,,,,,1
1995,55,上社,3574316,0,,,,1,,,,,,,,,1
1996,55,上社,3479826,0,,,,1,,,,,,,,,1
1997,55,上社,3559216,0,,,,1,,,,,,,,,1
1998,55,上社,3524753,0,,,,1,,,,,,,,,1
1999,55,上社,3645347,0,,,,1,,,,,,,,,1
2000,55,上社,3547921,0,,,,1,,,,,,,,,1
2001,55,上社,3783990,0,,,,1,,,,,,,,,1
2002,55,上社,3821247,0,,,,1,,,,,,,,,1
2003,55,上社,3889757,0,,,,1,,,,,,,,,1
2004,55,上社,3624943,0,,,,1,,,,,,,,,1
2005,55,上社,3822765,0,,,,1,,,,,,,,,1
2006,55,上社,3850727,0,,,,1,,,,,,,,,1
2007,55,上社,3955927,0,,,,1,,,,,,,,,1
2008,55,上社,4026784,0,,,,1,,,,,,,,,1
2009,55,上社,4014606,0,,,,1,,,,,,,,,1
2010,55,上社,4166906,0,,,,1,,,,,,,,,1
2011,55,上社,3999284,0,,,,1,,,,,,,,,1
2012,55,上社,4057399,0,,,,1,,,,,,,,,1
2013,55,上社,4149191,0,,,,1,,,,,,,,,1
2014,55,上社,4160060,0,,,,1,,,,,,,,,1
2015,55,上社,4309441,0,,,,1,,,,,,,,,1
1991,56,本郷,3833594,1,,,,1,,,,,,,,,1
1992,56,本郷,3766914,1,,,,1,,,,,,,,,1
1993,56,本郷,3831769,1,,,,1,,,,,,,,,1
1994,56,本郷,3672695,1,,,,1,,,,,,,,,1
1995,56,本郷,3906924,1,,,,1,,,,,,,,,1
1996,56,本郷,3927174,1,,,,1,,,,,,,,,1
1997,56,本郷,3987800,1,,,,1,,,,,,,,,1
1998,56,本郷,3783174,1,,,,1,,,,,,,,,1
1999,56,本郷,3766837,1,,,,1,,,,,,,,,1
2000,56,本郷,3889888,1,,,,1,,,,,,,,,1
2001,56,本郷,4285870,1,,,,1,,,,,,,,,1
2002,56,本郷,4512661,1,,,,1,,,,,,,,,1
2003,56,本郷,4484369,1,,,,1,,,,,,,,,1
2004,56,本郷,3902985,1,,,,1,,,,,,,,,1
2005,56,本郷,4066587,1,,,,1,,,,,,,,,1
2006,56,本郷,4091090,1,,,,1,,,,,,,,,1
2007,56,本郷,4092797,1,,,,1,,,,,,,,,1
2008,56,本郷,4092487,1,,,,1,,,,,,,,,1
2009,56,本郷,4041788,1,,,,1,,,,,,,,,1
2010,56,本郷,4210258,1,,,,1,,,,,,,,,1
2011,56,本郷,4088787,1,,,,1,,,,,,,,,1
2012,56,本郷,4184661,1,,,,1,,,,,,,,,1
2013,56,本郷,4261048,1,,,,1,,,,,,,,,1
2014,56,本郷,4312956,1,,,,1,,,,,,,,,1
2015,56,本郷,4313199,1,,,,1,,,,,,,,,1
1991,57,藤が丘,9054432,0,,,,1,,,,,,,,,1
1992,57,藤が丘,8869957,0,,,,1,,,,,,,,,1
1993,57,藤が丘,8774799,0,,,,1,,,,,,,,,1
1994,57,藤が丘,8350152,0,,,,1,,,,,,,,,1
1995,57,藤が丘,8780076,0,,,,1,,,,,,,,,1
1996,57,藤が丘,9032640,0,,,,1,,,,,,,,,1
1997,57,藤が丘,9092853,0,,,,1,,,,,,,,,1
1998,57,藤が丘,8804511,0,,,,1,,,,,,,,,1
1999,57,藤が丘,8852734,0,,,,1,,,,,,,,,1
2000,57,藤が丘,8958965,0,,,,1,,,,,,,,,1
2001,57,藤が丘,9734924,0,,,,1,,,,,,,,,1
2002,57,藤が丘,10032163,0,,,,1,,,,,,,,,1
2003,57,藤が丘,9278704,0,,,,1,,,,,,,,,1
2004,57,藤が丘,9212626,0,,,,1,,,,,,,,,1
2005,57,藤が丘,12631565,0,,,,1,,,,,,,,,1
2006,57,藤が丘,9775646,0,,,,1,,,,,,,,,1
2007,57,藤が丘,10103774,0,,,,1,,,,,,,,,1
2008,57,藤が丘,10254217,0,,,,1,,,,,,,,,1
2009,57,藤が丘,10150405,0,,,,1,,,,,,,,,1
2010,57,藤が丘,10409408,0,,,,1,,,,,,,,,1
2011,57,藤が丘,10036007,0,,,,1,,,,,,,,,1
2012,57,藤が丘,10362050,0,,,,1,,,,,,,,,1
2013,57,藤が丘,10739954,0,,,,1,,,,,,,,,1
2014,57,藤が丘,10753984,0,,,,1,,,,,,,,,1
2015,57,藤が丘,11074879,0,,,,1,,,,,,,,,1
1991,58,上小田井,,0,,,,,,,,,,,,,0
1992,58,上小田井,,0,,,,,,,,,,,,,0
1993,58,上小田井,4299559,0,,,,,1,,,,,,,,1
1994,58,上小田井,8797797,0,,,,,1,,,,,,,,1
1995,58,上小田井,9274937,0,,,,,1,,,,,,,,1
1996,58,上小田井,9571426,0,,,,,1,,,,,,,,1
1997,58,上小田井,9714617,0,,,,,1,,,,,,,,1
1998,58,上小田井,9853856,0,,,,,1,,,,,,,,1
1999,58,上小田井,9780076,0,,,,,1,,,,,,,,1
2000,58,上小田井,9817534,0,,,,,1,,,,,,,,1
2001,58,上小田井,10397385,0,,,,,1,,,,,,,,1
2002,58,上小田井,8797668,0,,,,,1,,,,,,,,1
2003,58,上小田井,7881619,0,,,,,1,,,,,,,,1
2004,58,上小田井,8994222,0,,,,,1,,,,,,,,1
2005,58,上小田井,8717754,0,,,,,1,,,,,,,,1
2006,58,上小田井,8870131,0,,,,,1,,,,,,,,1
2007,58,上小田井,8977764,0,,,,,1,,,,,,,,1
2008,58,上小田井,8842386,0,,,,,1,,,,,,,,1
2009,58,上小田井,8651768,0,,,,,1,,,,,,,,1
2010,58,上小田井,8663263,0,,,,,1,,,,,,,,1
2011,58,上小田井,6915712,0,,,,,1,,,,,,,,1
2012,58,上小田井,6973145,0,,,,,1,,,,,,,,1
2013,58,上小田井,7191712,0,,,,,1,,,,,,,,1
2014,58,上小田井,7345758,0,,,,,1,,,,,,,,1
2015,58,上小田井,7536892,0,,,,,1,,,,,,,,1
1991,59,庄内緑地公園,2735239,0,,,,,1,,,,,,,,1
1992,59,庄内緑地公園,2565288,0,,,,,1,,,,,,,,1
1993,59,庄内緑地公園,2643772,0,,,,,1,,,,,,,,1
1994,59,庄内緑地公園,2000257,0,,,,,1,,,,,,,,1
1995,59,庄内緑地公園,1810516,0,,,,,1,,,,,,,,1
1996,59,庄内緑地公園,1784877,0,,,,,1,,,,,,,,1
1997,59,庄内緑地公園,1620927,0,,,,,1,,,,,,,,1
1998,59,庄内緑地公園,1512596,0,,,,,1,,,,,,,,1
1999,59,庄内緑地公園,1414444,0,,,,,1,,,,,,,,1
2000,59,庄内緑地公園,1347720,0,,,,,1,,,,,,,,1
2001,59,庄内緑地公園,1425174,0,,,,,1,,,,,,,,1
2002,59,庄内緑地公園,1433269,0,,,,,1,,,,,,,,1
2003,59,庄内緑地公園,1440834,0,,,,,1,,,,,,,,1
2004,59,庄内緑地公園,1400517,0,,,,,1,,,,,,,,1
2005,59,庄内緑地公園,1421427,0,,,,,1,,,,,,,,1
2006,59,庄内緑地公園,1440437,0,,,,,1,,,,,,,,1
2007,59,庄内緑地公園,1443486,0,,,,,1,,,,,,,,1
2008,59,庄内緑地公園,1415125,0,,,,,1,,,,,,,,1
2009,59,庄内緑地公園,1397470,0,,,,,1,,,,,,,,1
2010,59,庄内緑地公園,1355208,0,,,,,1,,,,,,,,1
2011,59,庄内緑地公園,1346940,0,,,,,1,,,,,,,,1
2012,59,庄内緑地公園,1391240,0,,,,,1,,,,,,,,1
2013,59,庄内緑地公園,1432121,0,,,,,1,,,,,,,,1
2014,59,庄内緑地公園,1478201,0,,,,,1,,,,,,,,1
2015,59,庄内緑地公園,1561332,0,,,,,1,,,,,,,,1
1991,60,庄内通,2067849,0,,,,,1,,,,,,,,1
1992,60,庄内通,2033436,0,,,,,1,,,,,,,,1
1993,60,庄内通,2119564,0,,,,,1,,,,,,,,1
1994,60,庄内通,2070037,0,,,,,1,,,,,,,,1
1995,60,庄内通,2146188,0,,,,,1,,,,,,,,1
1996,60,庄内通,2111299,0,,,,,1,,,,,,,,1
1997,60,庄内通,2100628,0,,,,,1,,,,,,,,1
1998,60,庄内通,2097223,0,,,,,1,,,,,,,,1
1999,60,庄内通,2011028,0,,,,,1,,,,,,,,1
2000,60,庄内通,2049112,0,,,,,1,,,,,,,,1
2001,60,庄内通,2145429,0,,,,,1,,,,,,,,1
2002,60,庄内通,2214413,0,,,,,1,,,,,,,,1
2003,60,庄内通,2277802,0,,,,,1,,,,,,,,1
2004,60,庄内通,2251539,0,,,,,1,,,,,,,,1
2005,60,庄内通,2237340,0,,,,,1,,,,,,,,1
2006,60,庄内通,2219319,0,,,,,1,,,,,,,,1
2007,60,庄内通,2217942,0,,,,,1,,,,,,,,1
2008,60,庄内通,2213102,0,,,,,1,,,,,,,,1
2009,60,庄内通,2121052,0,,,,,1,,,,,,,,1
2010,60,庄内通,2106803,0,,,,,1,,,,,,,,1
2011,60,庄内通,2059790,0,,,,,1,,,,,,,,1
2012,60,庄内通,2125969,0,,,,,1,,,,,,,,1
2013,60,庄内通,2351513,0,,,,,1,,,,,,,,1
2014,60,庄内通,2440037,0,,,,,1,,,,,,,,1
2015,60,庄内通,2555200,0,,,,,1,,,,,,,,1
1991,61,浄心,1798864,1,,,,,1,,,,,,,,1
1992,61,浄心,2069170,1,,,,,1,,,,,,,,1
1993,61,浄心,1991982,1,,,,,1,,,,,,,,1
1994,61,浄心,2081882,1,,,,,1,,,,,,,,1
1995,61,浄心,2082219,1,,,,,1,,,,,,,,1
1996,61,浄心,2002430,1,,,,,1,,,,,,,,1
1997,61,浄心,1955457,1,,,,,1,,,,,,,,1
1998,61,浄心,2059678,1,,,,,1,,,,,,,,1
1999,61,浄心,1984253,1,,,,,1,,,,,,,,1
2000,61,浄心,2063634,1,,,,,1,,,,,,,,1
2001,61,浄心,2065094,1,,,,,1,,,,,,,,1
2002,61,浄心,2210146,1,,,,,1,,,,,,,,1
2003,61,浄心,2286322,1,,,,,1,,,,,,,,1
2004,61,浄心,2146177,1,,,,,1,,,,,,,,1
2005,61,浄心,2320696,1,,,,,1,,,,,,,,1
2006,61,浄心,2336183,1,,,,,1,,,,,,,,1
2007,61,浄心,2329131,1,,,,,1,,,,,,,,1
2008,61,浄心,2347028,1,,,,,1,,,,,,,,1
2009,61,浄心,2395963,1,,,,,1,,,,,,,,1
2010,61,浄心,2394205,1,,,,,1,,,,,,,,1
2011,61,浄心,2300188,1,,,,,1,,,,,,,,1
2012,61,浄心,2351435,1,,,,,1,,,,,,,,1
2013,61,浄心,2438813,1,,,,,1,,,,,,,,1
2014,61,浄心,2443237,1,,,,,1,,,,,,,,1
2015,61,浄心,2570445,1,,,,,1,,,,,,,,1
1991,62,浅間町,1622820,0,,,,,1,,,,,,,,1
1992,62,浅間町,1613883,0,,,,,1,,,,,,,,1
1993,62,浅間町,1897578,0,,,,,1,,,,,,,,1
1994,62,浅間町,1665521,0,,,,,1,,,,,,,,1
1995,62,浅間町,1747269,0,,,,,1,,,,,,,,1
1996,62,浅間町,1682647,0,,,,,1,,,,,,,,1
1997,62,浅間町,1591046,0,,,,,1,,,,,,,,1
1998,62,浅間町,1605143,0,,,,,1,,,,,,,,1
1999,62,浅間町,1571607,0,,,,,1,,,,,,,,1
2000,62,浅間町,1549464,0,,,,,1,,,,,,,,1
2001,62,浅間町,1610403,0,,,,,1,,,,,,,,1
2002,62,浅間町,1706176,0,,,,,1,,,,,,,,1
2003,62,浅間町,1673041,0,,,,,1,,,,,,,,1
2004,62,浅間町,1513724,0,,,,,1,,,,,,,,1
2005,62,浅間町,1564841,0,,,,,1,,,,,,,,1
2006,62,浅間町,1589641,0,,,,,1,,,,,,,,1
2007,62,浅間町,1570995,0,,,,,1,,,,,,,,1
2008,62,浅間町,1555781,0,,,,,1,,,,,,,,1
2009,62,浅間町,1565505,0,,,,,1,,,,,,,,1
2010,62,浅間町,1501022,0,,,,,1,,,,,,,,1
2011,62,浅間町,1565036,0,,,,,1,,,,,,,,1
2012,62,浅間町,1624499,0,,,,,1,,,,,,,,1
2013,62,浅間町,1685276,0,,,,,1,,,,,,,,1
2014,62,浅間町,1676272,0,,,,,1,,,,,,,,1
2015,62,浅間町,1735123,0,,,,,1,,,,,,,,1
1991,63,丸の内,2697548,0,,,,,1,,,,,,,,1
1992,63,丸の内,2715546,0,,,,,1,,,,,,,,1
1993,63,丸の内,2912092,0,,,,,1,,,,,,,,1
1994,63,丸の内,2642241,0,,,,,1,,,,,,,,1
1995,63,丸の内,2722566,0,,,,,1,,,,,,,,1
1996,63,丸の内,2707466,0,,,,,1,,,,,,,,1
1997,63,丸の内,2860193,0,,,,,1,,,,,,,,1
1998,63,丸の内,2946656,0,,,,,1,,,,,,,,1
1999,63,丸の内,2779603,0,,,,,1,,,,,,,,1
2000,63,丸の内,2776468,0,,,,,1,,,,,,,,1
2001,63,丸の内,2898828,0,,,,,1,,,,,,,,1
2002,63,丸の内,2936025,0,,,,,1,,,,,,,,1
2003,63,丸の内,2672974,0,,,,,1,,,,,,,,1
2004,63,丸の内,2175607,0,,,,,1,,,,,,,,1
2005,63,丸の内,2295465,0,,,,,1,,,,,,,,1
2006,63,丸の内,2429621,0,,,,,1,,,,,,,,1
2007,63,丸の内,2474635,0,,,,,1,,,,,,,,1
2008,63,丸の内,2482116,0,,,,,1,,,,,,,,1
2009,63,丸の内,2290343,0,,,,,1,,,,,,,,1
2010,63,丸の内,2341158,0,,,,,1,,,,,,,,1
2011,63,丸の内,2088023,0,,,,,1,,,,,,,,1
2012,63,丸の内,2206261,0,,,,,1,,,,,,,,1
2013,63,丸の内,2265923,0,,,,,1,,,,,,,,1
2014,63,丸の内,2326453,0,,,,,1,,,,,,,,1
2015,63,丸の内,2473060,0,,,,,1,,,,,,,,1
1991,64,伏見,3945609,0,,,,,1,,,,,,,,1
1992,64,伏見,3852736,0,,,,,1,,,,,,,,1
1993,64,伏見,4194002,0,,,,,1,,,,,,,,1
1994,64,伏見,4968953,0,,,,,1,,,,,,,,1
1995,64,伏見,4885702,0,,,,,1,,,,,,,,1
1996,64,伏見,5199713,0,,,,,1,,,,,,,,1
1997,64,伏見,5115829,0,,,,,1,,,,,,,,1
1998,64,伏見,5433270,0,,,,,1,,,,,,,,1
1999,64,伏見,5361355,0,,,,,1,,,,,,,,1
2000,64,伏見,5187519,0,,,,,1,,,,,,,,1
2001,64,伏見,5510839,0,,,,,1,,,,,,,,1
2002,64,伏見,5551751,0,,,,,1,,,,,,,,1
2003,64,伏見,5266053,0,,,,,1,,,,,,,,1
2004,64,伏見,4615221,0,,,,,1,,,,,,,,1
2005,64,伏見,4626848,0,,,,,1,,,,,,,,1
2006,64,伏見,4941062,0,,,,,1,,,,,,,,1
2007,64,伏見,4744163,0,,,,,1,,,,,,,,1
2008,64,伏見,4781192,0,,,,,1,,,,,,,,1
2009,64,伏見,4760635,0,,,,,1,,,,,,,,1
2010,64,伏見,4474403,0,,,,,1,,,,,,,,1
2011,64,伏見,4203144,0,,,,,1,,,,,,,,1
2012,64,伏見,4290474,0,,,,,1,,,,,,,,1
2013,64,伏見,4493581,0,,,,,1,,,,,,,,1
2014,64,伏見,4538460,0,,,,,1,,,,,,,,1
2015,64,伏見,4842070,0,,,,,1,,,,,,,,1
1991,65,大須観音,1841700,0,,,,,1,,,,,,,,1
1992,65,大須観音,1775222,0,,,,,1,,,,,,,,1
1993,65,大須観音,1872421,0,,,,,1,,,,,,,,1
1994,65,大須観音,1867034,0,,,,,1,,,,,,,,1
1995,65,大須観音,1879749,0,,,,,1,,,,,,,,1
1996,65,大須観音,1937623,0,,,,,1,,,,,,,,1
1997,65,大須観音,1990697,0,,,,,1,,,,,,,,1
1998,65,大須観音,2140831,0,,,,,1,,,,,,,,1
1999,65,大須観音,2059485,0,,,,,1,,,,,,,,1
2000,65,大須観音,2029371,0,,,,,1,,,,,,,,1
2001,65,大須観音,2380457,0,,,,,1,,,,,,,,1
2002,65,大須観音,2224644,0,,,,,1,,,,,,,,1
2003,65,大須観音,2254498,0,,,,,1,,,,,,,,1
2004,65,大須観音,2438532,0,,,,,1,,,,,,,,1
2005,65,大須観音,2440339,0,,,,,1,,,,,,,,1
2006,65,大須観音,2436182,0,,,,,1,,,,,,,,1
2007,65,大須観音,2455770,0,,,,,1,,,,,,,,1
2008,65,大須観音,2493543,0,,,,,1,,,,,,,,1
2009,65,大須観音,2420442,0,,,,,1,,,,,,,,1
2010,65,大須観音,2430499,0,,,,,1,,,,,,,,1
2011,65,大須観音,2622287,0,,,,,1,,,,,,,,1
2012,65,大須観音,2776045,0,,,,,1,,,,,,,,1
2013,65,大須観音,2930100,0,,,,,1,,,,,,,,1
2014,65,大須観音,2970899,0,,,,,1,,,,,,,,1
2015,65,大須観音,3139573,0,,,,,1,,,,,,,,1
1991,66,上前津,2106419,0,,,,,1,,,,,,,,1
1992,66,上前津,1988868,0,,,,,1,,,,,,,,1
1993,66,上前津,1969350,0,,,,,1,,,,,,,,1
1994,66,上前津,2122961,0,,,,,1,,,,,,,,1
1995,66,上前津,2117923,0,,,,,1,,,,,,,,1
1996,66,上前津,2187078,0,,,,,1,,,,,,,,1
1997,66,上前津,2152828,0,,,,,1,,,,,,,,1
1998,66,上前津,2212147,0,,,,,1,,,,,,,,1
1999,66,上前津,2231860,0,,,,,1,,,,,,,,1
2000,66,上前津,2170180,0,,,,,1,,,,,,,,1
2001,66,上前津,2448601,0,,,,,1,,,,,,,,1
2002,66,上前津,2335009,0,,,,,1,,,,,,,,1
2003,66,上前津,2290605,0,,,,,1,,,,,,,,1
2004,66,上前津,2401221,0,,,,,1,,,,,,,,1
2005,66,上前津,2324066,0,,,,,1,,,,,,,,1
2006,66,上前津,2462472,0,,,,,1,,,,,,,,1
2007,66,上前津,2542528,0,,,,,1,,,,,,,,1
2008,66,上前津,2625449,0,,,,,1,,,,,,,,1
2009,66,上前津,2535949,0,,,,,1,,,,,,,,1
2010,66,上前津,2565195,0,,,,,1,,,,,,,,1
2011,66,上前津,2413391,0,,,,,1,,,,,,,,1
2012,66,上前津,2514310,0,,,,,1,,,,,,,,1
2013,66,上前津,2614868,0,,,,,1,,,,,,,,1
2014,66,上前津,2645979,0,,,,,1,,,,,,,,1
2015,66,上前津,2760773,0,,,,,1,,,,,,,,1
1991,67,鶴舞,4776072,0,,,,,1,,,,,,,,1
1992,67,鶴舞,4983447,0,,,,,1,,,,,,,,1
1993,67,鶴舞,4833506,0,,,,,1,,,,,,,,1
1994,67,鶴舞,5040466,0,,,,,1,,,,,,,,1
1995,67,鶴舞,4910606,0,,,,,1,,,,,,,,1
1996,67,鶴舞,4908560,0,,,,,1,,,,,,,,1
1997,67,鶴舞,5019173,0,,,,,1,,,,,,,,1
1998,67,鶴舞,4514122,0,,,,,1,,,,,,,,1
1999,67,鶴舞,4550771,0,,,,,1,,,,,,,,1
2000,67,鶴舞,4551242,0,,,,,1,,,,,,,,1
2001,67,鶴舞,5160901,0,,,,,1,,,,,,,,1
2002,67,鶴舞,5274660,0,,,,,1,,,,,,,,1
2003,67,鶴舞,5096962,0,,,,,1,,,,,,,,1
2004,67,鶴舞,4304958,0,,,,,1,,,,,,,,1
2005,67,鶴舞,4371062,0,,,,,1,,,,,,,,1
2006,67,鶴舞,4521883,0,,,,,1,,,,,,,,1
2007,67,鶴舞,4607593,0,,,,,1,,,,,,,,1
2008,67,鶴舞,4684766,0,,,,,1,,,,,,,,1
2009,67,鶴舞,4664045,0,,,,,1,,,,,,,,1
2010,67,鶴舞,4576964,0,,,,,1,,,,,,,,1
2011,67,鶴舞,4458582,0,,,,,1,,,,,,,,1
2012,67,鶴舞,4616268,0,,,,,1,,,,,,,,1
2013,67,鶴舞,4733997,0,,,,,1,,,,,,,,1
2014,67,鶴舞,4796160,0,,,,,1,,,,,,,,1
2015,67,鶴舞,5026174,0,,,,,1,,,,,,,,1
1991,68,荒畑,2395765,0,,,,,1,,,,,,,,1
1992,68,荒畑,2164332,0,,,,,1,,,,,,,,1
1993,68,荒畑,2151293,0,,,,,1,,,,,,,,1
1994,68,荒畑,1976821,0,,,,,1,,,,,,,,1
1995,68,荒畑,1885316,0,,,,,1,,,,,,,,1
1996,68,荒畑,1735558,0,,,,,1,,,,,,,,1
1997,68,荒畑,1640228,0,,,,,1,,,,,,,,1
1998,68,荒畑,1720793,0,,,,,1,,,,,,,,1
1999,68,荒畑,1623562,0,,,,,1,,,,,,,,1
2000,68,荒畑,1492222,0,,,,,1,,,,,,,,1
2001,68,荒畑,1586110,0,,,,,1,,,,,,,,1
2002,68,荒畑,1560155,0,,,,,1,,,,,,,,1
2003,68,荒畑,1644466,0,,,,,1,,,,,,,,1
2004,68,荒畑,1477424,0,,,,,1,,,,,,,,1
2005,68,荒畑,1504356,0,,,,,1,,,,,,,,1
2006,68,荒畑,1481694,0,,,,,1,,,,,,,,1
2007,68,荒畑,1459189,0,,,,,1,,,,,,,,1
2008,68,荒畑,1482537,0,,,,,1,,,,,,,,1
2009,68,荒畑,1499452,0,,,,,1,,,,,,,,1
2010,68,荒畑,1562536,0,,,,,1,,,,,,,,1
2011,68,荒畑,1490236,0,,,,,1,,,,,,,,1
2012,68,荒畑,1568841,0,,,,,1,,,,,,,,1
2013,68,荒畑,1620751,0,,,,,1,,,,,,,,1
2014,68,荒畑,1578224,0,,,,,1,,,,,,,,1
2015,68,荒畑,1596987,0,,,,,1,,,,,,,,1
1991,69,御器所,3264060,1,,,,,1,,,,,,,,1
1992,69,御器所,3116667,1,,,,,1,,,,,,,,1
1993,69,御器所,3048679,1,,,,,1,,,,,,,,1
1994,69,御器所,1375940,1,,,,,1,,,,,,,,1
1995,69,御器所,1387895,1,,,,,1,,,,,,,,1
1996,69,御器所,1432255,1,,,,,1,,,,,,,,1
1997,69,御器所,1497057,1,,,,,1,,,,,,,,1
1998,69,御器所,1478616,1,,,,,1,,,,,,,,1
1999,69,御器所,1540388,1,,,,,1,,,,,,,,1
2000,69,御器所,1681684,1,,,,,1,,,,,,,,1
2001,69,御器所,1815589,1,,,,,1,,,,,,,,1
2002,69,御器所,1788625,1,,,,,1,,,,,,,,1
2003,69,御器所,1823373,1,,,,,1,,,,,,,,1
2004,69,御器所,1775759,1,,,,,1,,,,,,,,1
2005,69,御器所,1898678,1,,,,,1,,,,,,,,1
2006,69,御器所,1947974,1,,,,,1,,,,,,,,1
2007,69,御器所,1902283,1,,,,,1,,,,,,,,1
2008,69,御器所,1939392,1,,,,,1,,,,,,,,1
2009,69,御器所,1914632,1,,,,,1,,,,,,,,1
2010,69,御器所,1978579,1,,,,,1,,,,,,,,1
2011,69,御器所,1852138,1,,,,,1,,,,,,,,1
2012,69,御器所,1851793,1,,,,,1,,,,,,,,1
2013,69,御器所,1899671,1,,,,,1,,,,,,,,1
2014,69,御器所,1924236,1,,,,,1,,,,,,,,1
2015,69,御器所,2020160,1,,,,,1,,,,,,,,1
1991,70,川名,1825063,0,,,,,1,,,,,,,,1
1992,70,川名,1860535,0,,,,,1,,,,,,,,1
1993,70,川名,1811362,0,,,,,1,,,,,,,,1
1994,70,川名,1643683,0,,,,,1,,,,,,,,1
1995,70,川名,1716497,0,,,,,1,,,,,,,,1
1996,70,川名,1710073,0,,,,,1,,,,,,,,1
1997,70,川名,1691897,0,,,,,1,,,,,,,,1
1998,70,川名,1726923,0,,,,,1,,,,,,,,1
1999,70,川名,1588157,0,,,,,1,,,,,,,,1
2000,70,川名,1546666,0,,,,,1,,,,,,,,1
2001,70,川名,1675198,0,,,,,1,,,,,,,,1
2002,70,川名,1760167,0,,,,,1,,,,,,,,1
2003,70,川名,1689903,0,,,,,1,,,,,,,,1
2004,70,川名,1652822,0,,,,,1,,,,,,,,1
2005,70,川名,1743289,0,,,,,1,,,,,,,,1
2006,70,川名,1783838,0,,,,,1,,,,,,,,1
2007,70,川名,1780252,0,,,,,1,,,,,,,,1
2008,70,川名,1818988,0,,,,,1,,,,,,,,1
2009,70,川名,1724315,0,,,,,1,,,,,,,,1
2010,70,川名,1684694,0,,,,,1,,,,,,,,1
2011,70,川名,1752592,0,,,,,1,,,,,,,,1
2012,70,川名,1813461,0,,,,,1,,,,,,,,1
2013,70,川名,1894749,0,,,,,1,,,,,,,,1
2014,70,川名,1923502,0,,,,,1,,,,,,,,1
